MeanWeight;Zone;Gender
20.0;EUR;F
20.818750143051147;AS;M
19.199999809265137;AS;F
10.599999904632568;AUST;M
9.650000214576721;AUST;M
18.899999618530273;AUST;M
20.449999809265137;AUST;M
