MeanWeight;Zone;TotalWeight
20.0;EUR;40.0
20.818750143051147;AS;166.55000114440918
19.199999809265137;AS;38.39999961853027
10.599999904632568;AUST;21.199999809265137
9.650000214576721;AUST;19.300000429153442
18.899999618530273;AUST;37.79999923706055
20.449999809265137;AUST;40.89999961853027
