MeanWeight;Distance;NbAcc
20.0;350;2
20.818750143051147;7000;11
19.199999809265137;7000;2
10.599999904632568;16500;1
9.650000214576721;16500;1
18.899999618530273;16500;1
20.449999809265137;16500;1
